SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,Region,House_Cond,Urban_Rural,House_Price
1183,5,3,8.2,8,2,7101,61,49.94,14,5.6,9,1.88,1534.63,72600,B,Low,Rural,424059.64
994,2,1,37.7,21,1,3473,2,280.84,136,6.1,24,3.5,6210.72,115526,A,High,Rural,365475.54
5783,2,4,28.6,33,3,9108,17,205.74,64,10,17,2.93,982.9,58095,C,Medium,Urban,983648.67
4388,6,2,14.1,109,2,16450,24,357.55,43,2.1,24,2.27,8667.75,113159,B,High,Rural,881173.81
3368,6,1,24,48,3,11043,19,243.51,19,5.3,16,1.32,7732.43,145590,C,Medium,Urban,859043.79
4767,1,2,17,0,1,17210,57,212.67,118,3.5,17,3.21,2554.44,78844,B,Medium,Urban,921983.08
4460,2,2,29.2,72,1,5549,92,212.75,111,5.3,15,4.23,5096.02,198121,B,Low,Rural,1003912.41
873,1,2,44.5,83,3,1594,85,435.94,122,2.4,20,3.2,4792.22,41433,A,Medium,Urban,133759.18
2613,6,1,28.7,52,3,17890,49,197.61,79,0.6,26,3.25,7386.21,112060,D,High,Rural,644145.86
5033,5,3,31.8,82,3,5889,78,166.7,99,5.8,22,2.8,4314.33,163165,E,Medium,Rural,1163884.5
1989,4,1,26.2,99,2,9212,9,169.27,5,3.4,7,2.25,812.89,36684,B,High,Urban,411653.09
4166,1,2,3,39,1,18783,20,98.3,82,1.9,10,2.56,3100.49,141485,A,Medium,Rural,975008.2
5302,5,1,12,44,3,4201,28,430.34,30,3.3,29,4.95,4928.86,71305,C,Medium,Rural,1069872.95
765,4,4,24.9,67,1,8854,95,73.32,65,0.6,4,3.87,9757.68,165979,D,Low,Rural,553610.69
2167,3,3,15.9,8,3,7763,9,454.31,17,9.5,24,2.44,8871.01,74057,B,Medium,Rural,610350.57
1328,1,1,9.5,104,1,11653,12,141.73,27,5.9,24,2.56,2223.36,163993,C,Medium,Rural,599299.88
2643,1,4,25.5,21,2,6190,46,449.71,67,8.2,14,2.75,7371.12,105938,B,High,Rural,639695.78
4797,3,3,16.5,17,1,14715,22,395.41,113,4.3,14,3.47,9399.84,197866,E,High,Urban,1125936.81
4096,3,4,13.3,75,3,6681,49,290.99,57,9,14,2.6,583.53,88618,E,High,Rural,750286.35
1378,1,3,23.5,105,1,4678,86,334.74,128,4.9,25,3.59,7348.98,92610,D,Medium,Urban,396312.67
813,3,1,7.1,42,2,15102,94,162.92,38,5.8,14,1.98,4863.67,49330,C,High,Urban,226890.51
4362,2,4,46.4,38,2,17720,3,287.11,105,5,22,2.35,6962.24,168695,E,High,Rural,1204789.03
5807,4,2,43.5,72,1,2667,66,146.2,0,7.4,20,4.39,6253.1,151531,A,Medium,Rural,1130501.4
2176,4,4,35.5,5,3,18293,84,201.14,74,5.7,18,1.98,9854.32,146908,D,High,Urban,671551.28
3048,4,3,5.8,82,2,9204,52,382.33,87,2.8,15,4.84,3243.75,142670,B,Low,Urban,829838.59
3536,2,1,38.9,47,2,6122,1,121.97,141,1.5,23,1.28,7968.36,85037,C,Low,Rural,703161.92
3717,3,3,40.5,110,1,12217,67,419.42,149,6.1,26,1.59,2729.08,137314,C,High,Urban,908374.96
1191,5,4,38.5,6,2,16583,64,187.94,59,4.9,19,2.59,4638.28,88337,A,High,Urban,449290.98
5805,3,4,6.1,79,2,1973,78,266.08,129,1.1,27,4.09,9766.12,48831,E,High,Rural,1050935.56
3320,1,2,32.4,68,3,2408,56,470.98,109,4,13,3.79,7778.29,167919,C,Medium,Urban,784740.31
1313,6,1,41.8,15,3,11135,96,340.63,18,5.2,12,1.29,3500.3,20997,A,Low,Urban,321744.36
1535,4,1,29.1,0,3,19672,69,322.8,61,8.3,19,1.57,6384.01,173097,A,Low,Rural,638479.73
4937,3,4,32.5,114,1,9738,6,355.8,70,0.9,19,3.09,972.07,117915,B,High,Rural,1087788.76
601,5,1,23.2,36,2,15349,18,459.06,110,3.6,20,1.83,3030.75,84784,A,High,Rural,420945.96
3448,1,2,26.7,102,1,2218,43,124.26,132,8.2,2,2.4,7324.71,157456,D,Medium,Rural,715175.96
4644,2,3,2.2,82,2,18804,62,306.62,71,6.5,29,2.69,5915.89,98759,C,Medium,Urban,1021981.09
2549,2,1,32.1,117,2,4377,64,200.2,77,3,29,3.17,4961.89,68067,D,Low,Urban,414104.77
1517,5,4,4.5,36,2,11964,38,5.93,99,8.5,21,1.63,7063.32,31198,A,Medium,Urban,451639.78
3774,1,3,22,80,3,5098,82,62.65,70,5,3,1.23,4285.36,185518,A,Low,Urban,1013431.04
2841,4,3,15,63,1,8619,25,162.5,6,5,10,2.29,748.48,29382,D,High,Urban,499978.52
689,3,2,27.5,89,1,12939,43,282.5,49,9.8,5,0.87,4689.75,44120,B,High,Rural,147496.12
2309,1,4,7.1,85,2,19226,11,440.74,45,9.5,12,2.87,9070.23,186537,A,Low,Urban,763743.86
2769,2,1,34.7,61,1,17878,21,395.56,71,3.6,29,4.28,8637.84,46950,D,High,Urban,576880.56
4838,5,4,39.9,71,3,7560,76,276.67,75,1.5,7,1.04,4385.47,145456,D,Medium,Rural,1082676.8
3641,5,3,8.6,60,1,6510,91,36.94,73,3.3,9,1.01,711.1,115504,C,High,Urban,826075.2
705,3,4,5.7,32,2,4444,13,142.95,141,0.4,2,0.86,6544.92,88462,B,High,Urban,372158.82
1486,5,1,7.7,65,3,8543,85,183.35,72,0.3,25,4.32,7541.35,35735,E,Low,Rural,315800.96
1027,5,1,43.9,29,3,13429,29,310.86,101,4,10,0.86,3295.31,165295,D,Medium,Rural,517915.34
2495,1,2,26.6,110,2,8253,43,32.46,93,9.4,6,4.93,5028.31,125846,C,Medium,Urban,617751.42
916,4,1,23.6,19,1,14775,83,265.1,68,8.7,12,2.11,9922.64,122733,E,High,Rural,459367.65
1234,3,1,5.8,59,2,1045,90,450.73,64,5.2,6,1.98,5975.26,166434,C,High,Urban,602527.11
2525,1,4,32.7,81,1,16597,37,352.72,61,5.7,27,0.91,3835.21,132235,C,Medium,Urban,617497.6
2656,4,4,43.5,106,1,3057,58,398.54,19,0.2,3,3.14,6461.14,59986,B,Medium,Rural,574581.66
3744,1,3,41.5,73,3,1663,41,340.84,43,2.2,10,3.14,2210.21,43409,A,Low,Urban,574791.19
2870,6,2,31.5,23,2,5668,51,103.29,61,0.3,29,2.72,2392.9,136909,B,High,Rural,735876.9
2039,1,4,4.2,119,3,19413,62,55.24,106,7.6,9,1.9,9286.78,99987,E,High,Rural,541185.07
1152,5,1,6.1,3,2,6717,60,414.75,124,1.5,20,2.16,2772.4,25814,B,Medium,Urban,256010.37
1315,4,3,2.9,36,2,3696,33,347.75,44,8.7,5,1.94,3452.5,173960,A,Low,Urban,544310
5983,3,4,13.2,3,3,14200,38,287.53,10,6.5,3,2.42,5665.88,42169,B,Medium,Rural,1075150.11
4511,3,2,7.2,76,2,17101,40,94.64,87,2.4,5,2.04,9047.08,105918,B,High,Rural,950804.91
2313,4,2,13.4,88,2,9831,36,301.67,45,1.7,8,3.54,7923.76,196199,B,High,Rural,765732.6
3989,5,3,19.6,76,1,6004,64,15.66,111,6.3,8,1.83,915.95,166834,D,High,Rural,1038858.78
1707,2,3,47.2,17,2,14156,78,59.42,80,9,14,2.08,7083.78,166649,D,High,Urban,619724.46
4806,1,3,30.7,87,2,5402,31,155.95,31,7.2,24,2.46,5288.58,40931,B,Low,Rural,794312.15
850,5,3,41.8,65,3,11787,7,221.87,97,3.6,22,0.52,5017.75,95506,A,High,Urban,364293.29
3030,6,3,35.7,47,3,15662,96,60.28,4,5.9,17,2.71,7069.8,190350,A,Medium,Rural,920540.42
2654,4,1,6.1,32,2,6912,17,59.97,28,3.2,11,1.65,2364.2,129865,A,Low,Rural,729753.13
1058,1,1,36.9,57,1,1394,44,362.95,47,10,26,0.75,9824.14,113207,A,Low,Urban,313593.07
5803,3,4,14.1,82,1,15635,92,284.86,15,7.5,16,4.6,6630.41,157130,C,High,Urban,1205216.34
807,2,2,32.1,72,3,4597,95,266.87,71,6.2,28,1.95,3973.73,89051,B,Low,Rural,277058.78
1499,6,1,17.4,27,2,11524,32,226.22,28,4.3,6,2.42,6201.92,88866,B,High,Urban,494889.49
4061,3,1,49.9,34,2,1329,4,488.27,45,6.2,28,4.22,2556.47,142179,C,Low,Urban,874748.66
3985,4,1,13.5,102,1,18156,81,24.9,22,3.5,11,1.25,6521.5,119978,A,Low,Urban,833841.36
621,1,4,14.3,9,1,2645,73,90.31,93,0.4,10,4.33,768.06,194897,E,Medium,Urban,531500.95
1009,4,3,46.6,64,1,19171,35,323.75,113,4,23,1.59,3741.23,94514,E,Medium,Rural,415627.99
1494,1,4,1.7,41,3,10815,96,68.18,33,9.3,9,3.15,7601.41,102475,C,Medium,Urban,512818.8
1114,5,2,35,84,2,18383,22,294.69,116,6.3,28,3.59,8175.79,166336,E,Low,Rural,499220.65
5504,2,2,36.4,8,3,2848,39,283.88,28,0.9,24,4.57,2902.73,46615,D,Medium,Rural,935207.13
5569,5,2,41.9,59,2,2561,4,485.5,8,8.9,27,3.23,5624.39,183237,B,Medium,Rural,1301638.64
4709,5,2,48.7,110,3,1773,33,441.69,38,2.8,28,2.54,5520.68,132898,E,Medium,Rural,894267.66
5666,4,1,48.8,14,2,8311,23,472.78,134,2.5,24,3.08,4503.83,142480,D,Low,Urban,1186987.03
2734,2,1,3.7,98,1,16203,16,56.8,109,3,15,1.41,2670.11,193794,B,High,Rural,694662.01
4195,1,4,41.2,56,1,19187,94,434.07,68,5.8,7,3.6,7180.67,185952,D,Medium,Rural,1018656.14
3556,1,3,32.5,68,1,10290,70,64.55,135,5.5,18,1.34,2897.44,101059,B,Low,Urban,706369.4
2160,6,2,32.5,104,3,3050,80,316.47,95,5,1,3.01,9154.74,21701,B,Low,Urban,417101.98
1866,3,4,6.9,21,1,18131,91,360.04,118,7.2,15,3.41,5520.76,79430,E,High,Urban,630783.16
2769,6,1,32.7,63,2,4973,21,80.43,117,3.2,2,4.54,8769.54,121016,C,Medium,Rural,715330.92
4238,6,1,49.1,40,3,2615,14,316.33,17,7.8,22,2.53,3262.06,75615,E,Low,Urban,822854.94
1349,1,3,45.6,86,2,15550,14,26.23,101,1.8,29,3.99,8167.25,112519,A,Low,Rural,473377.04
4027,4,3,22.2,70,3,11494,24,146.63,109,7.8,2,1.25,1579.8,59237,D,Low,Rural,695379.88
5380,5,3,2.5,55,2,6506,52,460.58,81,6.7,10,1.2,7784.89,54378,A,High,Rural,1028765.32
2527,5,4,18.4,22,2,14054,20,85.87,104,6.9,20,2.86,4175.99,171808,B,Medium,Urban,769522.74
4404,5,1,41.4,107,3,14861,65,32.63,15,4.9,15,3.18,4964.91,157415,E,Low,Rural,950156.05
4302,2,1,35.2,24,3,12587,90,221.84,20,6.7,10,3.35,2084.67,35797,A,Low,Rural,758238.72
2956,1,3,23.2,90,1,14515,31,425.31,137,0.9,19,3.86,676.96,73857,A,Low,Urban,532268.44
5390,4,2,3.2,104,1,6854,20,38.34,105,8.5,22,1.83,6828.88,127623,A,Low,Rural,1139399.94
2935,2,3,21.6,5,2,17600,67,177.77,131,0.6,28,3.3,6083.32,107411,B,Medium,Urban,722643.79
906,3,4,23.7,118,2,18743,43,449.89,43,1.6,28,1.35,6413.07,192936,B,Medium,Urban,511631.13
4265,4,3,46.5,33,2,4774,82,59.08,122,5.8,13,1.49,2922.52,192195,B,Low,Urban,1111541.09
2589,6,3,32.2,62,3,5927,65,155.33,135,7.4,24,0.8,2773.14,87561,A,Low,Urban,582906.11
1261,4,4,15.9,8,3,5429,89,389.21,110,0.9,11,3.86,8387.81,150596,D,Low,Urban,556543.65
5244,4,3,26.5,59,1,5606,97,271.61,116,9.2,22,2.78,7731.9,151177,E,High,Urban,1100550.12
911,5,1,3.8,48,2,5478,13,416.17,125,9.7,2,1.57,3699.51,114906,E,High,Rural,249239.3
3520,4,2,48.6,96,1,17076,14,55.8,18,6.1,21,3,6559.15,106379,B,High,Urban,824691.31
1682,6,3,18.3,50,3,19280,19,460.28,63,4.9,27,2.09,8367.43,39476,A,Low,Rural,439593.42
3571,6,4,24.2,59,3,8366,33,467.46,39,7.4,13,4.27,8943.88,193184,D,High,Rural,1013272.95
1354,1,2,18.1,69,3,5427,35,77.66,50,3.4,22,2.88,555.16,68610,C,Medium,Rural,368049.21
4730,4,4,34.3,36,1,14476,82,16.94,136,5,25,0.63,8227.89,113979,B,High,Rural,986702.69
5140,5,2,33.3,30,3,6361,8,494.92,55,9.2,22,4.93,3828.73,195302,C,Low,Urban,1145317.33
5926,4,2,35.9,97,2,1641,70,241.13,80,9.6,26,0.83,7324.59,61706,E,Medium,Rural,940292.51
952,3,3,13.8,40,1,11085,29,286.04,142,9.3,21,3.63,4028.31,124375,E,Low,Urban,481263.82
1502,3,1,16.1,61,3,5050,76,307.95,69,2.7,1,2.47,6259.37,85032,D,Medium,Rural,394519.29
4488,5,3,6.7,92,1,5553,90,394.83,127,2.4,26,1.62,6644.43,192992,D,High,Urban,1143039.07
758,1,4,32.9,57,1,19688,62,405.99,125,3,5,3.54,4347.43,170947,C,High,Urban,557347.8
2577,1,4,2.5,13,3,4343,34,96.96,60,4.5,21,1.07,5371.46,88833,E,Medium,Rural,670606.07
1556,6,2,30.1,35,3,3056,12,118.32,79,3.2,22,4.36,7399.98,85744,D,Medium,Urban,503478.55
2671,6,2,43.5,35,1,10416,78,438.42,120,3.8,7,1.63,5024.9,170772,D,Low,Urban,742848.58
1003,2,1,44.6,116,1,8226,45,409.76,100,6.2,13,2.13,632.81,107327,E,Medium,Urban,332279.32
5211,5,3,22.7,78,3,1886,55,308.81,76,7.6,13,3.35,622.59,152963,E,Low,Urban,1087966.11
3379,4,4,23.2,7,2,9584,8,497.35,144,7.4,20,0.5,6782.45,67594,A,Medium,Rural,660574.57
1987,5,2,4.3,25,1,19830,86,367.59,125,8.2,23,2.63,8548.76,121810,D,Medium,Rural,662402.54
4053,2,1,33.7,35,1,12530,35,107.92,21,0.4,21,4.52,7960.1,84190,C,High,Rural,831229.7
1555,6,4,41.2,47,2,4591,2,423.32,82,0.6,6,3.56,3448.8,153111,B,High,Rural,574932.27
2312,5,2,12.6,84,3,19565,97,207.37,140,7.9,20,2.25,4975.71,39673,B,Low,Urban,484621.98
5303,5,4,21.4,27,3,17738,18,18.08,77,5.4,12,3.47,2724.53,62412,E,Low,Rural,1068338.58
1873,6,1,42,67,2,3631,27,160.71,94,5.8,8,4.71,9896.92,139449,C,Low,Rural,520843.71
4411,2,1,43.9,61,3,18905,22,381.78,108,0.6,9,1.35,2974.81,179508,A,Medium,Urban,1056913.5
3225,6,4,12.5,79,3,12370,6,480.1,109,2.6,18,2.89,4454.49,159258,D,Medium,Urban,840252.07
2982,1,3,27.8,85,1,19721,75,138.07,51,6.4,28,1.56,6970.73,83708,A,Low,Rural,668768.11
2041,4,4,10,75,1,18012,13,123.26,102,8.6,11,4.34,8822.17,20434,C,Medium,Rural,372702.97
3579,6,2,5.5,79,1,3679,45,281.81,100,9.2,20,3.74,989.02,161591,A,High,Rural,963368.01
2397,2,3,45.6,50,2,5422,14,405.84,141,5.1,11,4.1,3359.69,38030,E,Medium,Urban,452320.66
4990,3,2,41.1,103,3,8463,66,373.26,62,5.5,24,4.74,5905.37,96891,B,High,Rural,1023202.67
4609,1,4,38.1,101,3,10613,14,279.98,27,8.3,24,1.55,6373.97,99864,E,Low,Urban,852197.15
5450,3,3,2.9,41,1,18510,50,315.69,45,5.4,15,0.72,1165.26,25258,D,Medium,Urban,999428.95
1994,6,2,42.3,100,1,2780,87,121.05,27,5.2,9,1.81,6808.75,92726,E,Low,Rural,484222.52
4881,1,4,22.2,28,2,10424,7,216.29,1,9.1,3,2.3,5516.61,136128,C,High,Urban,995966.35
1869,4,4,17.4,81,3,7571,68,127.68,126,7.9,17,3.31,8362.46,141563,C,Low,Urban,608612.76
5332,6,3,27.6,9,2,1825,61,442.21,16,9.1,25,4.09,2610.8,78277,D,High,Rural,1059966.49
5987,4,4,5,105,3,12155,50,56.28,58,2.3,17,2.07,2352.76,65238,D,High,Urban,1194399.48
4314,5,1,38,38,2,3395,62,339.87,131,5.3,3,2.63,8036.7,30747,B,Low,Urban,675354.62
1129,3,2,29.3,81,1,5145,67,130.14,76,8.4,19,4.03,7186.76,181989,A,High,Urban,547483.78
4223,1,2,9.7,0,2,16779,77,237.79,130,1.2,9,1.51,8020.9,50377,B,Low,Rural,804183.31
3558,4,4,9.8,38,2,6492,15,149.71,114,8,17,1.48,7928.37,144026,E,Low,Urban,880929.03
3514,2,4,9.6,20,1,8111,83,161.62,96,1.9,23,3.15,1488.01,64956,A,Low,Urban,717533.06
5489,4,1,3.3,64,3,14087,23,130.2,104,8.1,18,2.46,3146.54,126017,D,High,Urban,1153869.95
4191,2,3,29.6,14,3,10984,5,376.4,23,6.2,23,4.77,2970.81,118684,C,High,Rural,917739.01
2747,6,4,42.1,3,1,7792,56,182.86,34,2,15,2.11,9378.58,43557,E,Medium,Rural,580378.21
5173,1,4,1.4,59,2,8711,30,363.18,1,4.8,1,3.92,5130.93,195407,B,Low,Rural,1206465.94
3969,4,4,2.9,60,2,2565,5,228.03,32,6.9,29,3.12,1555.04,109463,D,Low,Rural,807595.82
1539,4,4,28.9,19,2,4667,98,273.62,75,6.4,26,0.75,3250.99,53292,A,Low,Rural,444721.95
1125,1,2,41.1,9,3,7459,78,271.64,85,4.3,10,0.88,8783.07,39491,A,Low,Rural,221653.28
601,4,4,16.7,86,2,5096,28,487.93,137,9,8,1.41,8547.13,86629,C,Low,Rural,353247.11
974,2,2,17.8,104,3,2019,66,183.53,80,5.2,10,1.14,9053.23,38123,D,Low,Urban,255652.6
2940,4,4,30,33,2,10476,74,103.84,61,5.1,29,1.98,4191.02,84618,D,Low,Urban,802874.19
4605,3,3,14.1,109,1,9254,2,455.9,42,0.7,26,3.11,6592.74,44288,E,Medium,Rural,827315.02
3652,6,1,1.8,47,1,12584,27,87.42,120,9.2,2,3.21,3142.65,128850,E,Medium,Rural,896966.84
5248,5,3,36.9,32,3,6965,73,417.21,58,1.9,19,3.14,2217.84,109947,A,Low,Rural,1089096.14
2965,2,4,31.5,97,3,12464,96,75.11,8,5.3,14,1.03,708.06,123220,B,Low,Urban,739990.47
2125,3,4,29.2,102,1,19653,47,329.36,76,8.1,8,3.2,2622.69,65091,A,Medium,Urban,561492.35
5076,6,4,37.2,60,1,13439,79,75.27,62,2.2,19,2.34,6241.55,150180,E,Medium,Urban,1138348.06
2246,1,3,33.9,9,2,5721,9,461.54,51,5.3,1,4.56,9090,137622,E,Low,Urban,663316.02
613,2,4,10.7,53,1,9408,32,282.5,22,2.5,16,4.6,1767.5,135730,E,Low,Rural,424605.88
5199,5,3,17.9,83,3,1195,99,164.64,29,7.6,25,3.96,9221.11,102386,A,Medium,Urban,952448.3
2878,6,2,6.7,64,1,4273,66,70.16,20,5.7,24,3.66,3781.16,186784,D,Medium,Urban,902605.72
3755,5,1,6.9,76,3,16330,68,185.6,42,8.6,15,1.02,4554.87,106214,B,Low,Urban,698876.76
729,1,1,34,0,3,11886,11,352.51,134,9,20,0.88,3967.3,166977,B,Medium,Rural,470629.23
4414,1,3,43,4,2,4212,56,192.48,15,6.5,24,4.28,4381.78,21591,E,Low,Rural,779283.86
5533,2,2,48.2,79,2,3755,43,123.05,22,7.3,5,2.42,2962.33,80159,C,High,Rural,988832.58
3816,4,3,31.6,14,2,18905,12,288.7,86,5.5,3,2.53,7136.74,164594,A,Low,Urban,948041.71
3538,1,2,9.6,112,2,2080,23,208.91,30,3.9,17,4.32,7702.74,150656,D,Low,Urban,883969.13
4528,6,4,5.7,27,1,16501,43,82.9,120,6.5,29,3.3,8319.57,101689,E,Low,Urban,1099611.24
2640,4,2,40.7,94,2,18105,56,76.99,68,9.1,10,1.31,3742.25,154644,C,Medium,Rural,761581.74
627,3,2,29.1,22,1,15047,95,353.73,133,4.2,5,1.45,7763.96,78537,E,Low,Rural,382305.11
2713,5,2,31.1,111,2,18946,15,487.34,114,3.2,11,0.53,6557.92,53061,C,Low,Urban,646506.22
1852,4,1,39.2,108,2,1639,95,116.55,58,3.9,6,3.7,9600.2,111033,B,Medium,Urban,422903.11
4956,5,2,35.3,106,3,13502,99,386.57,145,4.4,4,2.69,4535.46,81907,C,High,Rural,864871.96
2646,4,4,41.8,16,1,6190,20,43.8,76,0.8,7,4.77,9926.94,36151,B,High,Urban,559931.38
5155,3,4,3.3,112,3,4736,75,190.79,137,5,19,3.71,7533.74,112526,B,Medium,Urban,858765.31
4623,1,4,37.5,97,2,17473,50,253.34,6,5,7,0.96,7874.64,116571,A,Low,Urban,950734.6
4996,3,2,42.6,12,1,2251,20,134.37,36,5.9,14,1.23,744.2,65813,C,High,Rural,859025.79
3974,1,3,14.7,13,2,10294,59,264.79,85,3.7,17,2.76,5225.28,177189,D,High,Rural,988703.99
4066,1,3,32.2,10,3,17732,50,441.31,15,6.2,23,4.66,5519.2,133417,D,Medium,Rural,883368.05
3681,5,4,16.1,27,1,5052,20,472.22,115,8.8,17,1.61,885.7,176555,C,High,Rural,970184.55
4378,6,1,47.9,41,3,1271,5,50.28,117,9.6,13,4.22,3465.25,169949,A,High,Rural,1013907.14
1229,3,3,2.2,95,2,19414,72,135.92,13,5.9,27,1.91,9578.62,23088,D,Medium,Rural,397755.19
869,4,2,29.2,98,2,12698,64,489.57,138,0.5,1,1.71,4548.06,174251,E,High,Rural,504577.28
3239,3,3,8.7,60,2,16889,75,135.21,86,9.7,2,4.56,2273.67,67954,D,Low,Rural,602798.69
2593,5,4,35.8,63,1,10657,57,346.35,103,7.1,18,0.71,5376.72,42011,A,Medium,Rural,530311.75
3491,1,1,9.2,30,3,10387,77,126.73,140,3.4,4,3.47,820.77,32839,B,Low,Urban,664245.66
5557,5,3,12.2,80,3,17376,5,178.18,43,1.6,13,0.69,5401.89,83561,B,Low,Urban,1076637.83
4032,2,3,25,110,2,12279,64,95.64,27,1.5,1,4.1,6145.55,43625,B,Medium,Urban,742758.47
1880,2,4,45.8,72,3,13015,85,428.15,15,1.8,4,4.23,3898.1,169553,A,High,Urban,715992.53
2960,4,1,11,9,1,8041,33,441.32,49,0.6,2,4.52,7744.47,117289,B,Medium,Rural,741021.33
1175,5,1,7.6,7,2,18510,55,148.46,114,9,4,1.34,1789.28,39558,B,High,Urban,359939.31
1907,4,4,38.1,20,2,9708,74,411.79,67,5.5,16,1.06,8842.74,102307,A,Low,Urban,587770.55
3792,4,2,25.3,76,2,11857,2,179.12,91,7,4,2.77,9576.73,51104,E,High,Urban,674293.79
3778,2,3,45.6,58,1,10493,41,49.51,120,8.3,25,1.72,511.73,64420,D,Low,Rural,683199.27
3334,4,2,7.8,49,2,9052,61,379.04,139,7.9,9,3.23,8505.86,24061,A,Low,Urban,541379.8
2812,2,3,32.5,68,2,17995,5,298.22,15,8.8,17,2.81,5308,184313,A,Low,Urban,815651.07
2952,1,3,12,69,2,18133,5,137.19,52,9.7,21,1.15,4883.35,82055,C,Medium,Urban,699970.88
4168,5,2,8.3,29,2,14580,62,126.5,48,4.4,23,3.83,2767.45,90593,B,High,Rural,924680.42
2255,4,4,34.3,94,3,19240,19,487.81,61,9.5,20,4.12,4749.59,195245,E,High,Urban,736293.64
2179,2,4,29.9,16,2,18910,20,431.25,83,7.3,28,4.83,9529.06,156361,C,High,Rural,674227.87
2803,3,3,37.9,74,1,11216,1,404.9,55,0.8,21,2.28,2502.48,85180,E,Low,Rural,584420.24
1990,4,4,15.8,19,2,7229,89,64.01,119,6.8,2,2.02,2200.89,22221,B,Medium,Urban,345034.01
2342,6,3,22.7,47,2,14343,94,377.59,89,6.9,3,1.37,2798.01,62942,B,High,Rural,574021.46
2525,1,4,20.6,72,3,3098,89,107.27,149,9.1,23,1.31,5742.42,41635,B,High,Rural,423654.31
1219,1,3,49.2,1,2,16438,55,488.69,119,3.8,26,1.94,9337.85,71072,D,Medium,Urban,381610
1874,3,4,15,36,3,8865,95,26.04,72,5.9,29,4.92,5951.88,27075,E,High,Rural,455239.04
1556,2,1,15.1,0,1,17557,9,176.07,68,0.2,15,0.92,2813.08,173450,E,Medium,Urban,555620.02
2539,4,2,18.1,3,3,13211,86,214.32,97,3.4,7,1.67,4684.3,55084,C,Medium,Urban,530416.2
4553,2,1,28.4,99,2,1500,69,412.1,1,0.7,4,0.89,4208.8,99217,A,High,Urban,765511.58
2981,1,2,13,53,1,4646,22,383.11,52,5.3,12,1.73,942.41,133257,B,Medium,Rural,625828.54
1568,2,2,45.8,24,2,19747,91,187.5,118,8.2,1,0.92,5351.1,147748,B,Medium,Urban,585763.51
1916,1,3,13.7,2,3,11048,29,282.78,6,2.1,17,2.79,1697.06,51584,C,High,Urban,473371.65
1643,2,2,44.8,8,1,12344,77,417.8,147,5.3,4,2.47,8501.32,51245,E,Low,Urban,329479.46
881,3,1,5.6,85,1,19280,36,9.1,74,2.1,4,1.28,5715.15,24983,D,High,Rural,174540.22
3444,5,1,33,86,3,10910,54,401.09,94,1.3,22,1.29,8523.76,50897,E,High,Urban,567255.63
1658,3,4,45.4,75,3,2778,95,473.45,2,5.2,23,3.32,9582.42,191674,D,Low,Rural,655907.82
4893,3,1,8.9,73,1,13984,48,16.03,78,0.9,25,2.24,9460.29,105538,D,Medium,Rural,959380.04
3132,5,4,48.4,33,1,6190,33,22.79,16,5.9,9,0.75,1454.08,96034,E,High,Urban,677527.5
4428,5,2,22.9,42,3,16304,43,172.26,111,0.4,26,4.64,9475.76,69411,B,Low,Rural,886708.89
5778,4,1,47.3,73,2,7997,21,43.88,51,1.2,28,2.32,8059.6,98466,D,Low,Urban,1062751.59
5880,4,2,34,93,1,13020,30,239.64,6,5.5,28,3.16,7887.75,123482,C,High,Rural,1107792.94
1608,3,1,15.4,21,3,5747,6,364.36,111,6,21,4.48,1356.22,189198,C,High,Urban,610024.49
1829,3,1,9.8,69,2,10286,20,283.45,132,0.4,10,2.31,2205.39,112288,D,Low,Urban,547115.22
1635,1,4,15.5,113,1,1045,15,98.22,53,5.8,27,4.19,9764.05,75610,B,High,Rural,424424.23
5185,1,2,5.1,1,1,8758,19,327.41,60,8.4,19,4.62,2527.02,43925,D,Low,Urban,881464.82
875,4,1,7.6,93,3,1455,42,342.43,108,7.3,19,1.28,2106.01,187348,C,High,Urban,572686.06
3340,6,3,5.7,65,2,10854,43,466.22,15,1.4,15,4.52,3942.34,174761,C,Low,Rural,938120.29
2889,6,2,21.4,31,1,18349,46,73.4,46,6,22,1.04,9176.88,83942,E,High,Rural,739605.19
1839,4,2,39.9,105,2,2528,18,346.17,47,6.8,17,1.74,5023.84,35238,B,High,Rural,269544.23
5970,1,2,7.5,15,2,3976,47,455.71,120,0.5,7,4.14,9245.55,80424,E,High,Rural,1061664.51
725,1,4,7,75,1,14288,95,250.78,63,8.6,3,4.55,3676.22,175879,A,Medium,Rural,470488.94
4665,6,3,32.3,0,2,7387,78,180.9,49,9.1,5,3.58,2652.02,31204,D,High,Urban,764543.52
4912,2,2,10.3,116,1,3521,68,85.37,40,8.5,16,0.97,5204.43,123820,E,Low,Urban,966581.2
4468,2,1,5.3,71,2,7525,10,433.39,21,8.3,23,2.85,6347.03,58567,B,Low,Urban,783509.43
1808,1,1,8.8,47,1,2126,78,197.12,114,7.5,7,3.08,4219.24,186769,D,Medium,Rural,674618.47
5942,2,4,46.2,49,3,14348,28,462.44,4,6.4,16,1.77,3787.29,132189,D,Medium,Rural,1178345.82
3849,5,1,41.2,12,1,8716,44,423.88,144,6.8,9,4.96,2571.56,152602,D,Medium,Urban,911140.91
